home_team,away_team,home_goals,away_goals,home_shots,away_shots,home_shot_efficiency,away_shot_efficiency,home_faceoffs,away_faceoffs,home_faceoff_efficiency,away_faceoff_efficiency,attendance,capacity,attendance_rate,home_win,match_url
СКА,ХК Сочи,5,2,56,20,0.08928571428571429,0.1,40,21,0.6557377049180327,0.3442622950819672,10034,12500,0.80272,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054557/
Амур,Нефтехимик,5,1,34,36,0.14705882352941177,0.027777777777777776,29,36,0.4461538461538462,0.5538461538461539,3143,7100,0.44267605633802815,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054561/
Адмирал,Торпедо,1,2,28,29,0.03571428571428571,0.06896551724137931,23,23,0.5,0.5,3365,5915,0.5688926458157227,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054559/
Трактор,Барыс,1,4,27,31,0.037037037037037035,0.12903225806451613,41,24,0.6307692307692307,0.36923076923076925,4567,7500,0.6089333333333333,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054563/
Ак Барс,Сибирь,3,6,33,30,0.09090909090909091,0.2,34,23,0.5964912280701754,0.40350877192982454,5749,8900,0.6459550561797753,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054565/
Динамо М,Витязь,0,0,40,23,0.0,0.0,33,21,0.6111111111111112,0.3888888888888889,2834,11500,0.24643478260869564,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054567/
Спартак,Динамо Мн,2,1,48,31,0.041666666666666664,0.03225806451612903,29,26,0.5272727272727272,0.4727272727272727,2687,12724,0.211175730902232,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054569/
ЦСКА,Авангард,2,3,42,30,0.047619047619047616,0.1,33,38,0.4647887323943662,0.5352112676056338,6280,12680,0.4952681388012618,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054571/
СКА,Северсталь,0,0,31,34,0.0,0.0,36,26,0.5806451612903226,0.41935483870967744,10248,12500,0.81984,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054573/
Амур,Торпедо,4,2,39,32,0.10256410256410256,0.0625,34,32,0.5151515151515151,0.48484848484848486,3630,7100,0.5112676056338028,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054575/
Барыс,Автомобилист,0,2,27,27,0.0,0.07407407407407407,33,23,0.5892857142857143,0.4107142857142857,3875,12000,0.3229166666666667,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054577/
Металлург Мг,ЦСКА,2,1,28,33,0.07142857142857142,0.030303030303030304,25,26,0.49019607843137253,0.5098039215686274,5290,7700,0.687012987012987,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054579/
Салават Юлаев,Трактор,6,4,31,21,0.1935483870967742,0.19047619047619047,29,33,0.46774193548387094,0.532258064516129,6274,8522,0.7362121567707111,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054581/
Ак Барс,Локомотив,3,2,23,29,0.13043478260869565,0.06896551724137931,29,28,0.5087719298245614,0.49122807017543857,5910,8900,0.6640449438202247,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054583/
Куньлунь Ред Стар,Динамо М,1,5,25,33,0.04,0.15151515151515152,34,25,0.576271186440678,0.423728813559322,794,7000,0.11342857142857143,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054585/
ХК Сочи,Динамо Мн,1,2,27,23,0.037037037037037035,0.08695652173913043,22,24,0.4782608695652174,0.5217391304347826,2823,12000,0.23525,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054587/
Витязь,Северсталь,3,2,32,36,0.09375,0.05555555555555555,24,19,0.5581395348837209,0.4418604651162791,2436,5525,0.4409049773755656,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054589/
Сибирь,Торпедо,0,0,38,26,0.0,0.0,28,29,0.49122807017543857,0.5087719298245614,6055,6055,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054591/
Авангард,Трактор,5,1,18,24,0.2777777777777778,0.041666666666666664,30,22,0.5769230769230769,0.4230769230769231,11845,12011,0.986179335609025,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054593/
Барыс,Салават Юлаев,2,1,24,21,0.08333333333333333,0.047619047619047616,36,25,0.5901639344262295,0.4098360655737705,5120,12000,0.4266666666666667,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054595/
Витязь,Спартак,1,4,38,42,0.02631578947368421,0.09523809523809523,25,27,0.4807692307692308,0.5192307692307693,4723,5525,0.8548416289592761,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054605/
Металлург Мг,Автомобилист,1,2,28,24,0.03571428571428571,0.08333333333333333,36,17,0.6792452830188679,0.32075471698113206,4782,7700,0.6210389610389611,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054597/
Ак Барс,Динамо М,0,0,29,25,0.0,0.0,35,18,0.660377358490566,0.33962264150943394,6676,8900,0.7501123595505618,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054599/
Куньлунь Ред Стар,СКА,3,4,27,55,0.1111111111111111,0.07272727272727272,24,35,0.4067796610169492,0.5932203389830508,1117,7000,0.15957142857142856,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054601/
ХК Сочи,ЦСКА,2,4,28,35,0.07142857142857142,0.11428571428571428,20,29,0.40816326530612246,0.5918367346938775,4654,12000,0.3878333333333333,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054607/
Нефтехимик,Локомотив,1,4,31,26,0.03225806451612903,0.15384615384615385,28,35,0.4444444444444444,0.5555555555555556,3255,6050,0.5380165289256198,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054603/
Адмирал,Амур,0,2,37,33,0.0,0.06060606060606061,24,35,0.4067796610169492,0.5932203389830508,5295,5915,0.8951817413355875,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054609/
Динамо Мн,Северсталь,3,4,27,37,0.1111111111111111,0.10810810810810811,28,25,0.5283018867924528,0.4716981132075472,6015,15266,0.3940128389886021,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054611/
Сибирь,Трактор,2,4,28,23,0.07142857142857142,0.17391304347826086,29,20,0.5918367346938775,0.40816326530612246,3815,6055,0.630057803468208,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054613/
Авангард,Салават Юлаев,1,3,33,23,0.030303030303030304,0.13043478260869565,42,26,0.6176470588235294,0.38235294117647056,11367,12011,0.9463824827241695,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054615/
Барыс,Ак Барс,3,2,28,37,0.10714285714285714,0.05405405405405406,32,36,0.47058823529411764,0.5294117647058824,4027,12000,0.33558333333333334,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054617/
Автомобилист,Металлург Мг,4,1,22,35,0.18181818181818182,0.02857142857142857,33,28,0.5409836065573771,0.45901639344262296,4730,5570,0.8491921005385996,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054619/
Куньлунь Ред Стар,Витязь,1,3,38,28,0.02631578947368421,0.10714285714285714,26,30,0.4642857142857143,0.5357142857142857,297,7000,0.04242857142857143,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054621/
Нефтехимик,ХК Сочи,3,2,36,24,0.08333333333333333,0.08333333333333333,29,34,0.4603174603174603,0.5396825396825397,1887,6050,0.311900826446281,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054623/
Динамо М,СКА,0,0,24,24,0.0,0.0,14,19,0.42424242424242425,0.5757575757575758,7046,11500,0.6126956521739131,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054625/
Спартак,Локомотив,2,3,31,31,0.06451612903225806,0.0967741935483871,23,33,0.4107142857142857,0.5892857142857143,3085,12396,0.24887060342045822,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054627/
Амур,Адмирал,0,0,40,32,0.0,0.0,24,31,0.43636363636363634,0.5636363636363636,6134,7100,0.863943661971831,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054629/
ЦСКА,Торпедо,2,4,46,27,0.043478260869565216,0.14814814814814814,36,22,0.6206896551724138,0.3793103448275862,3916,12680,0.3088328075709779,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054647/
Амур,Адмирал,1,3,29,30,0.034482758620689655,0.1,26,24,0.52,0.48,5326,7100,0.7501408450704226,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054631/
Сибирь,Салават Юлаев,3,6,32,27,0.09375,0.2222222222222222,21,26,0.44680851063829785,0.5531914893617021,5581,6055,0.9217175887696119,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054633/
Авангард,Ак Барс,0,0,37,31,0.0,0.0,26,34,0.43333333333333335,0.5666666666666667,11468,12011,0.9547914411789193,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054635/
Автомобилист,Трактор,2,1,21,36,0.09523809523809523,0.027777777777777776,20,21,0.4878048780487805,0.5121951219512195,4445,5570,0.7980251346499102,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054637/
Локомотив,Куньлунь Ред Стар,0,1,47,20,0.0,0.05,34,22,0.6071428571428571,0.39285714285714285,2000,9071,0.22048285745783266,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054639/
Нефтехимик,Металлург Мг,3,2,40,31,0.075,0.06451612903225806,20,35,0.36363636363636365,0.6363636363636364,2302,6050,0.38049586776859506,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054641/
Витязь,ХК Сочи,6,2,30,26,0.2,0.07692307692307693,31,25,0.5535714285714286,0.44642857142857145,1179,5525,0.21339366515837105,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054643/
Динамо Мн,СКА,3,5,27,38,0.1111111111111111,0.13157894736842105,26,31,0.45614035087719296,0.543859649122807,7666,15266,0.5021616664483165,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054649/
Спартак,Динамо М,1,2,35,31,0.02857142857142857,0.06451612903225806,23,20,0.5348837209302325,0.46511627906976744,5709,12724,0.4486796604841245,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054645/
Автомобилист,Адмирал,2,3,31,32,0.06451612903225806,0.09375,27,29,0.48214285714285715,0.5178571428571429,3450,5570,0.6193895870736086,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054651/
Металлург Мг,Амур,3,1,33,26,0.09090909090909091,0.038461538461538464,35,20,0.6363636363636364,0.36363636363636365,2980,7700,0.38701298701298703,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054653/
Салават Юлаев,Авангард,1,2,25,33,0.04,0.06060606060606061,21,32,0.39622641509433965,0.6037735849056604,5760,8522,0.6758976766017367,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054655/
Трактор,Сибирь,3,2,31,35,0.0967741935483871,0.05714285714285714,36,22,0.6206896551724138,0.3793103448275862,4012,7500,0.5349333333333334,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054657/
Ак Барс,Куньлунь Ред Стар,3,1,33,17,0.09090909090909091,0.058823529411764705,26,31,0.45614035087719296,0.543859649122807,5187,8900,0.582808988764045,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054659/
Локомотив,ХК Сочи,2,1,50,19,0.04,0.05263157894736842,34,23,0.5964912280701754,0.40350877192982454,3916,9071,0.43170543490243635,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054661/
Динамо Мн,ЦСКА,1,5,21,42,0.047619047619047616,0.11904761904761904,34,32,0.5151515151515151,0.48484848484848486,7680,15266,0.5030787370627539,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054669/
Нефтехимик,Барыс,1,3,16,19,0.0625,0.15789473684210525,21,29,0.42,0.58,2151,6050,0.3555371900826446,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054663/
Торпедо,Северсталь,0,0,35,34,0.0,0.0,36,25,0.5901639344262295,0.4098360655737705,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054665/
СКА,Витязь,4,1,38,31,0.10526315789473684,0.03225806451612903,30,43,0.410958904109589,0.589041095890411,10046,12500,0.80368,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054667/
Динамо М,Спартак,5,2,28,32,0.17857142857142858,0.0625,29,24,0.5471698113207547,0.4528301886792453,9247,11500,0.8040869565217391,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054671/
Барыс,Авангард,1,3,26,29,0.038461538461538464,0.10344827586206896,33,29,0.532258064516129,0.46774193548387094,4808,12000,0.40066666666666667,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054673/
Автомобилист,Сибирь,0,4,31,19,0.0,0.21052631578947367,31,21,0.5961538461538461,0.40384615384615385,3952,5570,0.7095152603231598,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054675/
Металлург Мг,Адмирал,3,2,30,28,0.1,0.07142857142857142,26,26,0.5,0.5,3496,7700,0.454025974025974,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054677/
Салават Юлаев,Амур,1,5,33,25,0.030303030303030304,0.2,23,23,0.5,0.5,6320,8522,0.7416099507157944,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054679/
Нефтехимик,Куньлунь Ред Стар,2,3,32,21,0.0625,0.14285714285714285,21,29,0.42,0.58,2065,6050,0.3413223140495868,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054683/
Северсталь,ХК Сочи,0,0,39,21,0.0,0.0,29,27,0.5178571428571429,0.48214285714285715,2149,6064,0.35438654353562005,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054685/
Локомотив,Ак Барс,2,1,24,15,0.08333333333333333,0.06666666666666667,34,19,0.6415094339622641,0.3584905660377358,4756,9071,0.524308235034726,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054681/
Торпедо,Витязь,4,0,27,33,0.14814814814814814,0.0,24,32,0.42857142857142855,0.5714285714285714,5250,5600,0.9375,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054687/
СКА,ЦСКА,1,2,34,20,0.029411764705882353,0.1,27,35,0.43548387096774194,0.5645161290322581,12294,12500,0.98352,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054689/
Динамо М,Динамо Мн,2,0,23,36,0.08695652173913043,0.0,24,28,0.46153846153846156,0.5384615384615384,4017,11500,0.34930434782608694,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054691/
Авангард,Амур,3,1,34,24,0.08823529411764706,0.041666666666666664,35,21,0.625,0.375,10988,12011,0.9148280742652568,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054693/
Металлург Мг,Сибирь,2,3,36,27,0.05555555555555555,0.1111111111111111,37,24,0.6065573770491803,0.39344262295081966,4087,7700,0.5307792207792208,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054695/
Салават Юлаев,Адмирал,5,3,25,30,0.2,0.1,25,28,0.4716981132075472,0.5283018867924528,5541,8522,0.6501994836892748,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054697/
Локомотив,ЦСКА,3,1,26,21,0.11538461538461539,0.047619047619047616,27,20,0.574468085106383,0.425531914893617,2000,9071,0.22048285745783266,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054699/
Витязь,Ак Барс,3,4,23,32,0.13043478260869565,0.125,25,37,0.4032258064516129,0.5967741935483871,2946,5525,0.5332126696832579,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054701/
ХК Сочи,Куньлунь Ред Стар,0,3,26,24,0.0,0.125,28,37,0.4307692307692308,0.5692307692307692,2516,12000,0.20966666666666667,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054703/
Барыс,Автомобилист,5,4,34,28,0.14705882352941177,0.14285714285714285,35,28,0.5555555555555556,0.4444444444444444,5699,12000,0.47491666666666665,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054705/
Динамо М,Трактор,0,0,43,27,0.0,0.0,28,35,0.4444444444444444,0.5555555555555556,6011,11500,0.522695652173913,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054711/
Северсталь,Динамо Мн,4,0,25,37,0.16,0.0,26,37,0.4126984126984127,0.5873015873015873,4188,6064,0.6906332453825857,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054707/
Торпедо,Нефтехимик,0,0,27,24,0.0,0.0,26,31,0.45614035087719296,0.543859649122807,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054709/
СКА,Спартак,4,2,43,19,0.09302325581395349,0.10526315789473684,22,37,0.3728813559322034,0.6271186440677966,12401,12500,0.99208,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054713/
ХК Сочи,Ак Барс,3,4,30,35,0.1,0.11428571428571428,21,35,0.375,0.625,3389,12000,0.28241666666666665,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054715/
Авангард,Барыс,5,2,26,33,0.19230769230769232,0.06060606060606061,30,29,0.5084745762711864,0.4915254237288136,10566,12011,0.8796936141869952,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054717/
Металлург Мг,Трактор,4,5,32,34,0.125,0.14705882352941177,36,21,0.631578947368421,0.3684210526315789,5276,7700,0.6851948051948052,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054719/
Салават Юлаев,Автомобилист,0,0,21,32,0.0,0.0,27,17,0.6136363636363636,0.38636363636363635,7143,8522,0.8381835249941328,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054721/
Куньлунь Ред Стар,Торпедо,3,7,32,40,0.09375,0.175,27,37,0.421875,0.578125,596,7000,0.08514285714285715,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054723/
Северсталь,Витязь,1,4,30,22,0.03333333333333333,0.18181818181818182,24,37,0.39344262295081966,0.6065573770491803,2172,6064,0.358179419525066,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054727/
Динамо Мн,Нефтехимик,4,7,22,36,0.18181818181818182,0.19444444444444445,26,24,0.52,0.48,6020,15266,0.394340364208044,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054731/
Локомотив,Спартак,2,1,41,22,0.04878048780487805,0.045454545454545456,37,25,0.5967741935483871,0.4032258064516129,2000,9071,0.22048285745783266,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054725/
ЦСКА,Динамо М,1,2,23,27,0.043478260869565216,0.07407407407407407,21,35,0.375,0.625,5346,12680,0.421608832807571,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054729/
Амур,Адмирал,1,3,40,30,0.025,0.1,26,31,0.45614035087719296,0.543859649122807,7100,7100,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054733/
Сибирь,Барыс,1,2,29,23,0.034482758620689655,0.08695652173913043,19,23,0.4523809523809524,0.5476190476190477,6055,6055,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054735/
Авангард,Автомобилист,5,0,16,35,0.3125,0.0,30,20,0.6,0.4,10617,12011,0.8839397219215719,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054737/
Трактор,Салават Юлаев,4,2,35,23,0.11428571428571428,0.08695652173913043,26,24,0.52,0.48,7034,7500,0.9378666666666666,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054739/
Куньлунь Ред Стар,Локомотив,2,4,26,41,0.07692307692307693,0.0975609756097561,17,30,0.3617021276595745,0.6382978723404256,687,7000,0.09814285714285714,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054743/
Динамо Мн,Торпедо,2,3,36,24,0.05555555555555555,0.125,33,25,0.5689655172413793,0.43103448275862066,6212,15266,0.4069173326346129,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054751/
Ак Барс,Металлург Мг,2,4,28,37,0.07142857142857142,0.10810810810810811,42,26,0.6176470588235294,0.38235294117647056,8890,8900,0.998876404494382,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054741/
Северсталь,Спартак,0,0,33,31,0.0,0.0,20,44,0.3125,0.6875,2932,6064,0.48350923482849606,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054745/
ХК Сочи,Нефтехимик,0,4,15,35,0.0,0.11428571428571428,20,30,0.4,0.6,2153,12000,0.17941666666666667,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054747/
ЦСКА,СКА,3,1,28,36,0.10714285714285714,0.027777777777777776,35,32,0.5223880597014925,0.47761194029850745,6973,12680,0.5499211356466877,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054749/
Адмирал,Амур,2,0,32,29,0.0625,0.0,24,33,0.42105263157894735,0.5789473684210527,3385,5915,0.5722738799661876,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054753/
Адмирал,Амур,3,5,44,18,0.06818181818181818,0.2777777777777778,40,31,0.5633802816901409,0.43661971830985913,3325,5915,0.5621301775147929,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054755/
Сибирь,Автомобилист,1,0,29,21,0.034482758620689655,0.0,16,40,0.2857142857142857,0.7142857142857143,6055,6055,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054757/
Авангард,Салават Юлаев,3,2,32,24,0.09375,0.08333333333333333,39,25,0.609375,0.390625,11977,12011,0.9971692615102823,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054759/
Трактор,Металлург Мг,5,2,32,29,0.15625,0.06896551724137931,25,31,0.44642857142857145,0.5535714285714286,7005,7500,0.934,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054761/
Северсталь,Торпедо,3,2,35,26,0.08571428571428572,0.07692307692307693,31,24,0.5636363636363636,0.43636363636363634,4239,6064,0.6990435356200527,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054765/
Витязь,СКА,0,0,29,33,0.0,0.0,31,35,0.4696969696969697,0.5303030303030303,3267,5525,0.5913122171945702,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054767/
Динамо Мн,Спартак,5,6,40,34,0.125,0.17647058823529413,36,42,0.46153846153846156,0.5384615384615384,12007,15266,0.7865190619677715,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054773/
Ак Барс,Нефтехимик,3,1,24,16,0.125,0.0625,29,22,0.5686274509803921,0.43137254901960786,6144,8900,0.6903370786516854,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054763/
ХК Сочи,Динамо М,3,5,24,45,0.125,0.1111111111111111,23,31,0.42592592592592593,0.5740740740740741,4224,12000,0.352,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054769/
ЦСКА,Локомотив,0,0,42,26,0.0,0.0,27,28,0.4909090909090909,0.509090909090909,5402,12680,0.42602523659305996,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054771/
Амур,Динамо Мн,1,4,34,27,0.029411764705882353,0.14814814814814814,24,30,0.4444444444444444,0.5555555555555556,7100,7100,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054775/
Барыс,Металлург Мг,3,2,30,25,0.1,0.08,19,26,0.4222222222222222,0.5777777777777777,9002,12000,0.7501666666666666,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054777/
Автомобилист,Авангард,1,7,30,25,0.03333333333333333,0.28,32,22,0.5925925925925926,0.4074074074074074,5545,5570,0.9955116696588869,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054779/
Торпедо,ХК Сочи,5,2,50,25,0.1,0.08,31,20,0.6078431372549019,0.39215686274509803,5500,5600,0.9821428571428571,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054781/
Витязь,Куньлунь Ред Стар,2,1,42,27,0.047619047619047616,0.037037037037037035,20,29,0.40816326530612246,0.5918367346938775,3145,5525,0.5692307692307692,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054783/
ЦСКА,Динамо М,0,0,21,31,0.0,0.0,33,29,0.532258064516129,0.46774193548387094,9383,12680,0.7399842271293375,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054785/
Салават Юлаев,Локомотив,2,1,16,27,0.125,0.037037037037037035,23,26,0.46938775510204084,0.5306122448979592,7669,8522,0.8999061253226942,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054787/
Трактор,СКА,3,9,27,31,0.1111111111111111,0.2903225806451613,31,30,0.5081967213114754,0.4918032786885246,7500,7500,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054789/
Ак Барс,Северсталь,0,0,32,28,0.0,0.0,30,31,0.4918032786885246,0.5081967213114754,8679,8900,0.9751685393258427,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054791/
Нефтехимик,Спартак,3,2,35,38,0.08571428571428572,0.05263157894736842,29,33,0.46774193548387094,0.532258064516129,3686,6050,0.6092561983471074,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054793/
Адмирал,Динамо Мн,1,2,36,33,0.027777777777777776,0.06060606060606061,28,26,0.5185185185185185,0.48148148148148145,4943,5915,0.835672020287405,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054795/
Амур,Барыс,4,3,30,30,0.13333333333333333,0.1,27,32,0.4576271186440678,0.5423728813559322,7100,7100,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054797/
Сибирь,Авангард,3,1,19,37,0.15789473684210525,0.02702702702702703,21,35,0.375,0.625,6055,6055,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054799/
ЦСКА,ХК Сочи,2,0,50,17,0.04,0.0,35,16,0.6862745098039216,0.3137254901960784,8548,12680,0.6741324921135646,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054801/
Амур,Барыс,1,0,21,37,0.047619047619047616,0.0,25,31,0.44642857142857145,0.5535714285714286,5969,7100,0.8407042253521126,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054803/
Динамо М,Куньлунь Ред Стар,3,2,36,30,0.08333333333333333,0.06666666666666667,28,25,0.5283018867924528,0.4716981132075472,7750,11500,0.6739130434782609,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054817/
Металлург Мг,Локомотив,3,2,26,25,0.11538461538461539,0.08,23,21,0.5227272727272727,0.4772727272727273,6419,7700,0.8336363636363636,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054805/
Салават Юлаев,СКА,5,1,26,27,0.19230769230769232,0.037037037037037035,33,29,0.532258064516129,0.46774193548387094,8550,8522,1.003285613705703,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054807/
Трактор,Автомобилист,4,3,17,43,0.23529411764705882,0.06976744186046512,23,39,0.3709677419354839,0.6290322580645161,7500,7500,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054809/
Ак Барс,Витязь,2,0,25,26,0.08,0.0,20,16,0.5555555555555556,0.4444444444444444,7027,8900,0.7895505617977528,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054811/
Нефтехимик,Северсталь,4,3,28,39,0.14285714285714285,0.07692307692307693,32,35,0.47761194029850745,0.5223880597014925,2856,6050,0.47206611570247936,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054813/
Торпедо,Спартак,5,2,38,33,0.13157894736842105,0.06060606060606061,29,30,0.4915254237288136,0.5084745762711864,5500,5600,0.9821428571428571,1,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054815/
Сибирь,Динамо Мн,0,0,26,29,0.0,0.0,34,25,0.576271186440678,0.423728813559322,6055,6055,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054819/
Адмирал,Барыс,1,5,30,25,0.03333333333333333,0.2,27,33,0.45,0.55,4936,5915,0.8344885883347422,0,https://www.championat.com/hockey/_superleague/tournament/5077/match/1054821/
