home_team,away_team,home_goals,away_goals,home_shots,away_shots,home_shot_efficiency,away_shot_efficiency,home_faceoffs,away_faceoffs,home_faceoff_efficiency,away_faceoff_efficiency,attendance,capacity,attendance_rate,home_win,match_url
Торпедо,Спартак,2,4,30,39,0.06666666666666667,0.10256410256410256,32,30,0.5161290322580645,0.4838709677419355,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103953/
Лада,Адмирал,3,1,25,22,0.12,0.045454545454545456,25,27,0.4807692307692308,0.5192307692307693,5108,6200,0.8238709677419355,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103951/
Куньлунь Ред Стар,Нефтехимик,0,0,29,36,0.0,0.0,38,29,0.5671641791044776,0.43283582089552236,546,7000,0.078,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103957/
ЦСКА,ХК Сочи,2,1,30,26,0.06666666666666667,0.038461538461538464,21,32,0.39622641509433965,0.6037735849056604,7220,12680,0.5694006309148265,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103955/
Барыс,Металлург Мг,0,0,32,32,0.0,0.0,29,24,0.5471698113207547,0.4528301886792453,7492,12000,0.6243333333333333,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103961/
Авангард,Локомотив,4,1,28,26,0.14285714285714285,0.038461538461538464,27,28,0.4909090909090909,0.509090909090909,12011,12011,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103959/
Салават Юлаев,Динамо Мн,4,2,29,31,0.13793103448275862,0.06451612903225806,23,33,0.4107142857142857,0.5892857142857143,8520,8522,0.9997653133067355,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103965/
Автомобилист,Витязь,0,0,39,20,0.0,0.0,35,23,0.603448275862069,0.39655172413793105,5500,5570,0.9874326750448833,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103963/
Лада,Нефтехимик,0,4,22,27,0.0,0.14814814814814814,23,23,0.5,0.5,4582,6200,0.7390322580645161,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103967/
Торпедо,Северсталь,0,4,30,30,0.0,0.13333333333333333,30,22,0.5769230769230769,0.4230769230769231,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103969/
ХК Сочи,Спартак,2,5,32,44,0.0625,0.11363636363636363,34,22,0.6071428571428571,0.39285714285714285,4757,12000,0.39641666666666664,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103971/
Динамо М,Сибирь,2,1,31,32,0.06451612903225806,0.03125,37,20,0.6491228070175439,0.3508771929824561,4807,11500,0.418,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103973/
ЦСКА,Куньлунь Ред Стар,7,0,39,18,0.1794871794871795,0.0,23,33,0.4107142857142857,0.5892857142857143,2920,12680,0.2302839116719243,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103975/
СКА,Адмирал,5,0,37,31,0.13513513513513514,0.0,35,25,0.5833333333333334,0.4166666666666667,11998,12500,0.95984,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103977/
Трактор,Амур,2,3,27,28,0.07407407407407407,0.10714285714285714,32,26,0.5517241379310345,0.4482758620689655,7500,7500,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103979/
Автомобилист,Металлург Мг,0,4,29,26,0.0,0.15384615384615385,25,32,0.43859649122807015,0.5614035087719298,5545,5570,0.9955116696588869,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103981/
Лада,Барыс,2,1,25,28,0.08,0.03571428571428571,20,29,0.40816326530612246,0.5918367346938775,4497,6200,0.7253225806451613,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103985/
Нефтехимик,Адмирал,4,3,36,32,0.1111111111111111,0.09375,25,37,0.4032258064516129,0.5967741935483871,2192,6050,0.3623140495867769,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103983/
Торпедо,Сибирь,4,5,37,24,0.10810810810810811,0.20833333333333334,30,29,0.5084745762711864,0.4915254237288136,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103987/
Витязь,Авангард,5,2,22,20,0.22727272727272727,0.1,24,24,0.5,0.5,4271,5525,0.7730316742081448,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103991/
ХК Сочи,Спартак,1,3,26,34,0.038461538461538464,0.08823529411764706,24,22,0.5217391304347826,0.4782608695652174,5191,12000,0.4325833333333333,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103989/
Динамо М,Северсталь,3,2,26,20,0.11538461538461539,0.1,43,17,0.7166666666666667,0.2833333333333333,4407,11500,0.38321739130434784,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103993/
Трактор,Металлург Мг,2,1,37,32,0.05405405405405406,0.03125,29,28,0.5087719298245614,0.49122807017543857,7500,7500,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103995/
Автомобилист,Амур,1,3,34,16,0.029411764705882353,0.1875,33,22,0.6,0.4,3805,5570,0.6831238779174147,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103997/
ЦСКА,Локомотив,3,0,26,24,0.11538461538461539,0.0,21,32,0.39622641509433965,0.6037735849056604,7457,12680,0.5880914826498422,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1103999/
Динамо Мн,Куньлунь Ред Стар,3,4,30,29,0.1,0.13793103448275862,27,29,0.48214285714285715,0.5178571428571429,10957,15266,0.7177387658849731,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104001/
Лада,Авангард,5,3,40,28,0.125,0.10714285714285714,34,32,0.5151515151515151,0.48484848484848486,5924,6200,0.9554838709677419,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104003/
Ак Барс,Сибирь,0,0,34,21,0.0,0.0,39,21,0.65,0.35,8323,8900,0.9351685393258427,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104005/
Северсталь,Салават Юлаев,3,4,30,15,0.1,0.26666666666666666,27,33,0.45,0.55,5344,6064,0.8812664907651715,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104009/
ХК Сочи,Барыс,3,5,33,28,0.09090909090909091,0.17857142857142858,33,29,0.532258064516129,0.46774193548387094,3925,12000,0.32708333333333334,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104007/
Торпедо,Амур,4,2,25,29,0.16,0.06896551724137931,19,32,0.37254901960784315,0.6274509803921569,5500,5600,0.9821428571428571,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104013/
Витязь,Локомотив,2,1,14,28,0.14285714285714285,0.03571428571428571,26,32,0.4482758620689655,0.5517241379310345,4464,5525,0.8079638009049773,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104015/
Нефтехимик,СКА,2,0,24,36,0.08333333333333333,0.0,23,33,0.4107142857142857,0.5892857142857143,3691,6050,0.6100826446280991,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104011/
Адмирал,Спартак,3,4,27,44,0.1111111111111111,0.09090909090909091,31,29,0.5166666666666667,0.48333333333333334,5915,1,5915.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104017/
Автомобилист,Сибирь,1,3,40,24,0.025,0.125,29,29,0.5,0.5,5545,5570,0.9955116696588869,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104019/
Металлург Мг,Авангард,0,0,28,22,0.0,0.0,21,25,0.45652173913043476,0.5434782608695652,7350,7700,0.9545454545454546,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104021/
Ак Барс,ЦСКА,4,1,19,29,0.21052631578947367,0.034482758620689655,42,24,0.6363636363636364,0.36363636363636365,8267,8900,0.928876404494382,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104023/
Куньлунь Ред Стар,Барыс,2,3,22,34,0.09090909090909091,0.08823529411764706,35,22,0.6140350877192983,0.38596491228070173,671,7000,0.09585714285714286,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104027/
Динамо Мн,Салават Юлаев,0,0,28,18,0.0,0.0,23,28,0.45098039215686275,0.5490196078431373,15086,15266,0.9882090921000917,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104029/
Нефтехимик,Трактор,2,1,30,33,0.06666666666666667,0.030303030303030304,27,35,0.43548387096774194,0.5645161290322581,4090,6050,0.6760330578512397,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104031/
Локомотив,СКА,2,3,37,31,0.05405405405405406,0.0967741935483871,32,30,0.5161290322580645,0.4838709677419355,2000,9071,0.22048285745783266,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104033/
Динамо М,Лада,0,0,40,23,0.0,0.0,37,34,0.5211267605633803,0.4788732394366197,4885,11500,0.42478260869565215,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104025/
Амур,Спартак,1,4,32,32,0.03125,0.125,31,20,0.6078431372549019,0.39215686274509803,7100,7100,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104035/
Адмирал,ЦСКА,0,0,26,29,0.0,0.0,20,31,0.39215686274509803,0.6078431372549019,5201,5915,0.8792899408284024,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104037/
Автомобилист,Барыс,5,2,40,20,0.125,0.1,29,22,0.5686274509803921,0.43137254901960786,3907,5570,0.7014362657091562,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104039/
Торпедо,Салават Юлаев,0,1,32,23,0.0,0.043478260869565216,29,20,0.5918367346938775,0.40816326530612246,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104043/
Ак Барс,Авангард,0,0,20,32,0.0,0.0,25,30,0.45454545454545453,0.5454545454545454,8173,8900,0.9183146067415731,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104041/
Динамо М,Витязь,5,2,28,21,0.17857142857142858,0.09523809523809523,30,23,0.5660377358490566,0.4339622641509434,4026,11500,0.35008695652173916,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104047/
Металлург Мг,Трактор,2,4,38,21,0.05263157894736842,0.19047619047619047,35,27,0.5645161290322581,0.43548387096774194,7100,7700,0.922077922077922,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104049/
Северсталь,Лада,3,4,31,20,0.0967741935483871,0.2,34,34,0.5,0.5,3451,6064,0.5690963060686016,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104045/
Куньлунь Ред Стар,СКА,3,6,17,37,0.17647058823529413,0.16216216216216217,17,36,0.32075471698113206,0.6792452830188679,986,7000,0.14085714285714285,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104051/
Амур,ЦСКА,2,3,30,25,0.06666666666666667,0.12,36,31,0.5373134328358209,0.4626865671641791,6951,7100,0.9790140845070423,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104053/
Адмирал,Витязь,3,4,43,25,0.06976744186046512,0.16,31,31,0.5,0.5,3950,5915,0.6677937447168216,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104055/
Сибирь,Спартак,4,3,20,36,0.2,0.08333333333333333,26,38,0.40625,0.59375,10518,10587,0.9934825729668462,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104057/
Авангард,Салават Юлаев,1,0,24,22,0.041666666666666664,0.0,24,31,0.43636363636363634,0.5636363636363636,12011,12011,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104059/
Барыс,Динамо Мн,0,0,25,46,0.0,0.0,26,43,0.37681159420289856,0.6231884057971014,5934,12000,0.4945,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104061/
Трактор,Металлург Мг,5,1,31,21,0.16129032258064516,0.047619047619047616,30,20,0.6,0.4,7500,7500,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104063/
Лада,Ак Барс,6,3,23,23,0.2608695652173913,0.13043478260869565,24,31,0.43636363636363634,0.5636363636363636,6074,6200,0.9796774193548388,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104067/
Нефтехимик,Куньлунь Ред Стар,3,4,52,31,0.057692307692307696,0.12903225806451613,36,39,0.48,0.52,2634,6050,0.4353719008264463,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104065/
Локомотив,Северсталь,4,3,35,18,0.11428571428571428,0.16666666666666666,40,17,0.7017543859649122,0.2982456140350877,2000,9071,0.22048285745783266,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104071/
Торпедо,Автомобилист,4,2,41,25,0.0975609756097561,0.08,39,31,0.5571428571428572,0.44285714285714284,5500,5600,0.9821428571428571,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104069/
ХК Сочи,СКА,5,4,33,35,0.15151515151515152,0.11428571428571428,23,37,0.38333333333333336,0.6166666666666667,6517,12000,0.5430833333333334,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104073/
Амур,Витязь,4,2,33,25,0.12121212121212122,0.08,22,36,0.3793103448275862,0.6206896551724138,7100,1,7100.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104075/
Сибирь,ЦСКА,3,6,25,40,0.12,0.15,20,34,0.37037037037037035,0.6296296296296297,10587,1,10587.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104077/
Салават Юлаев,Динамо М,1,2,28,30,0.03571428571428571,0.06666666666666667,12,39,0.23529411764705882,0.7647058823529411,8522,8522,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104079/
Авангард,Динамо Мн,3,4,24,29,0.125,0.13793103448275862,18,27,0.4,0.6,12011,12011,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104081/
Барыс,Торпедо,1,2,23,29,0.043478260869565216,0.06896551724137931,25,20,0.5555555555555556,0.4444444444444444,6529,12000,0.5440833333333334,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104083/
Трактор,Куньлунь Ред Стар,5,2,39,26,0.1282051282051282,0.07692307692307693,26,37,0.4126984126984127,0.5873015873015873,7500,7500,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104085/
Лада,Металлург Мг,4,3,28,36,0.14285714285714285,0.08333333333333333,32,31,0.5079365079365079,0.49206349206349204,5922,6200,0.9551612903225807,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104089/
Нефтехимик,Ак Барс,2,1,14,34,0.14285714285714285,0.029411764705882353,13,34,0.2765957446808511,0.723404255319149,4947,6050,0.8176859504132231,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104087/
Северсталь,Автомобилист,4,2,39,32,0.10256410256410256,0.0625,26,29,0.4727272727272727,0.5272727272727272,4835,6064,0.7973284960422163,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104091/
Сибирь,Витязь,3,2,32,30,0.09375,0.06666666666666667,22,34,0.39285714285714285,0.6071428571428571,10518,10587,0.9934825729668462,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104093/
Лада,Адмирал,3,1,25,31,0.12,0.03225806451612903,27,37,0.421875,0.578125,4973,6200,0.8020967741935484,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104095/
ХК Сочи,Динамо М,1,6,27,47,0.037037037037037035,0.1276595744680851,20,27,0.425531914893617,0.574468085106383,4688,12000,0.39066666666666666,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104097/
Авангард,Торпедо,3,2,26,31,0.11538461538461539,0.06451612903225806,33,24,0.5789473684210527,0.42105263157894735,12011,12011,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104099/
Автомобилист,Куньлунь Ред Стар,3,0,46,20,0.06521739130434782,0.0,28,30,0.4827586206896552,0.5172413793103449,4361,5570,0.7829443447037702,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104101/
Металлург Мг,Барыс,3,2,32,24,0.09375,0.08333333333333333,32,26,0.5517241379310345,0.4482758620689655,6056,7700,0.7864935064935065,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104103/
Салават Юлаев,Амур,4,1,35,26,0.11428571428571428,0.038461538461538464,22,34,0.39285714285714285,0.6071428571428571,8013,8522,0.9402722365641868,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104105/
Динамо Мн,Северсталь,1,2,35,22,0.02857142857142857,0.09090909090909091,41,35,0.5394736842105263,0.4605263157894737,15266,1,15266.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104113/
ХК Сочи,Динамо М,2,5,40,30,0.05,0.16666666666666666,37,36,0.5068493150684932,0.4931506849315068,12000,1,12000.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104107/
Спартак,Нефтехимик,6,1,27,22,0.2222222222222222,0.045454545454545456,37,25,0.5967741935483871,0.4032258064516129,12724,1,12724.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104109/
СКА,Ак Барс,2,3,45,21,0.044444444444444446,0.14285714285714285,36,23,0.6101694915254238,0.3898305084745763,12500,1,12500.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104111/
Трактор,Адмирал,0,0,41,33,0.0,0.0,26,24,0.52,0.48,7500,7500,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104115/
Автомобилист,Барыс,2,3,40,27,0.05,0.1111111111111111,28,36,0.4375,0.5625,4410,5570,0.7917414721723519,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104117/
Салават Юлаев,Ак Барс,3,1,24,28,0.125,0.03571428571428571,20,27,0.425531914893617,0.574468085106383,8522,8522,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104119/
Лада,Северсталь,1,4,9,27,0.1111111111111111,0.14814814814814814,32,30,0.5161290322580645,0.4838709677419355,5437,6200,0.8769354838709678,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104123/
Нефтехимик,Сибирь,3,1,26,20,0.11538461538461539,0.05,28,19,0.5957446808510638,0.40425531914893614,6050,1,6050.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104121/
Локомотив,Динамо Мн,0,0,34,23,0.0,0.0,22,35,0.38596491228070173,0.6140350877192983,2000,1,2000.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104125/
ХК Сочи,Амур,1,3,40,26,0.025,0.11538461538461539,33,17,0.66,0.34,12000,1,12000.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104127/
Спартак,ЦСКА,0,3,44,36,0.0,0.08333333333333333,35,35,0.5,0.5,12724,1,12724.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104129/
Куньлунь Ред Стар,Торпедо,0,0,19,36,0.0,0.0,23,30,0.4339622641509434,0.5660377358490566,971,7000,0.1387142857142857,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104131/
СКА,Авангард,3,5,47,24,0.06382978723404255,0.20833333333333334,23,23,0.5,0.5,12406,12500,0.99248,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104133/
Трактор,Адмирал,6,1,42,26,0.14285714285714285,0.038461538461538464,36,24,0.6,0.4,7500,7500,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104135/
Металлург Мг,Динамо Мн,5,1,27,35,0.18518518518518517,0.02857142857142857,39,26,0.6,0.4,7700,1,7700.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104139/
Салават Юлаев,Сибирь,2,0,32,10,0.0625,0.0,26,30,0.4642857142857143,0.5357142857142857,8522,1,8522.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104141/
Автомобилист,Нефтехимик,2,1,38,24,0.05263157894736842,0.041666666666666664,29,31,0.48333333333333334,0.5166666666666667,5570,1,5570.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104137/
Ак Барс,Барыс,5,3,36,25,0.1388888888888889,0.12,39,17,0.6964285714285714,0.30357142857142855,8118,8900,0.9121348314606742,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104143/
Локомотив,Динамо М,0,3,34,24,0.0,0.125,29,28,0.5087719298245614,0.49122807017543857,7336,9071,0.8087311211553302,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104145/
ХК Сочи,Авангард,0,0,30,34,0.0,0.0,25,24,0.5102040816326531,0.4897959183673469,7025,12000,0.5854166666666667,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104147/
Витязь,СКА,2,3,17,42,0.11764705882352941,0.07142857142857142,15,38,0.2830188679245283,0.7169811320754716,4464,5525,0.8079638009049773,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104149/
Спартак,Торпедо,4,3,32,30,0.125,0.1,33,36,0.4782608695652174,0.5217391304347826,10088,12724,0.7928324426281044,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104151/
ЦСКА,Лада,3,4,40,22,0.075,0.18181818181818182,31,26,0.543859649122807,0.45614035087719296,7776,12680,0.6132492113564669,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104153/
Куньлунь Ред Стар,Северсталь,1,3,29,25,0.034482758620689655,0.12,39,17,0.6964285714285714,0.30357142857142855,1146,7000,0.1637142857142857,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104155/
Амур,Локомотив,1,4,27,48,0.037037037037037035,0.08333333333333333,25,35,0.4166666666666667,0.5833333333333334,7100,7100,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104157/
Автомобилист,Сибирь,2,3,31,18,0.06451612903225806,0.16666666666666666,23,29,0.4423076923076923,0.5576923076923077,5294,5570,0.9504488330341113,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104159/
Салават Юлаев,Нефтехимик,3,4,31,27,0.0967741935483871,0.14814814814814814,33,23,0.5892857142857143,0.4107142857142857,7013,8522,0.8229288899319409,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104161/
Куньлунь Ред Стар,Северсталь,3,4,32,45,0.09375,0.08888888888888889,47,28,0.6266666666666667,0.37333333333333335,423,7000,0.06042857142857143,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104167/
Витязь,Динамо М,1,3,28,29,0.03571428571428571,0.10344827586206896,21,37,0.3620689655172414,0.6379310344827587,4136,5525,0.7485972850678733,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104163/
Спартак,СКА,3,2,41,23,0.07317073170731707,0.08695652173913043,24,33,0.42105263157894735,0.5789473684210527,9082,12724,0.7137692549512732,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104165/
Динамо Мн,Авангард,3,4,30,27,0.1,0.14814814814814814,37,20,0.6491228070175439,0.3508771929824561,15086,15266,0.9882090921000917,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104169/
Барыс,Ак Барс,0,3,42,27,0.0,0.1111111111111111,32,32,0.5,0.5,5508,12000,0.459,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104171/
Салават Юлаев,ХК Сочи,3,1,27,16,0.1111111111111111,0.0625,16,29,0.35555555555555557,0.6444444444444445,5544,8522,0.6505515137291715,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104173/
ЦСКА,Трактор,0,4,28,25,0.0,0.16,39,29,0.5735294117647058,0.4264705882352941,4826,12680,0.3805993690851735,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104175/
Адмирал,Локомотив,5,2,24,51,0.20833333333333334,0.0392156862745098,24,31,0.43636363636363634,0.5636363636363636,3603,5915,0.6091293322062553,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104177/
Металлург Мг,Сибирь,6,3,31,38,0.1935483870967742,0.07894736842105263,26,23,0.5306122448979592,0.46938775510204084,6018,7700,0.7815584415584416,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104179/
Витязь,Торпедо,1,4,23,24,0.043478260869565216,0.16666666666666666,24,28,0.46153846153846156,0.5384615384615384,2988,5525,0.5408144796380091,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104181/
Динамо М,Куньлунь Ред Стар,0,0,49,31,0.0,0.0,31,21,0.5961538461538461,0.40384615384615385,4917,11500,0.4275652173913044,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104183/
Амур,Автомобилист,5,1,42,26,0.11904761904761904,0.038461538461538464,40,35,0.5333333333333333,0.4666666666666667,5500,7100,0.7746478873239436,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104185/
Лада,Ак Барс,3,2,26,36,0.11538461538461539,0.05555555555555555,24,36,0.4,0.6,6030,6200,0.9725806451612903,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104189/
Нефтехимик,Спартак,1,4,27,32,0.037037037037037035,0.125,24,26,0.48,0.52,3462,6050,0.5722314049586776,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104187/
Динамо Мн,ХК Сочи,2,1,45,19,0.044444444444444446,0.05263157894736842,37,32,0.5362318840579711,0.463768115942029,7110,15266,0.46574086204637755,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104195/
ЦСКА,Авангард,4,6,41,23,0.0975609756097561,0.2608695652173913,31,15,0.6739130434782609,0.32608695652173914,8215,12680,0.6478706624605678,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104191/
СКА,Трактор,0,0,47,33,0.0,0.0,42,20,0.6774193548387096,0.3225806451612903,11896,12500,0.95168,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104193/
Амур,Автомобилист,2,3,25,38,0.08,0.07894736842105263,24,41,0.36923076923076925,0.6307692307692307,5726,7100,0.8064788732394366,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104197/
Адмирал,Торпедо,0,3,24,34,0.0,0.08823529411764706,26,31,0.45614035087719296,0.543859649122807,5115,5915,0.8647506339814032,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104199/
Сибирь,Локомотив,1,2,20,28,0.05,0.07142857142857142,17,27,0.38636363636363635,0.6136363636363636,10518,12000,0.8765,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104201/
Барыс,Куньлунь Ред Стар,1,2,33,30,0.030303030303030304,0.06666666666666667,24,31,0.43636363636363634,0.5636363636363636,4618,12000,0.38483333333333336,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104203/
Витязь,Северсталь,5,3,20,30,0.25,0.1,32,16,0.6666666666666666,0.3333333333333333,2036,5525,0.3685067873303167,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104205/
Динамо Мн,ХК Сочи,6,2,43,35,0.13953488372093023,0.05714285714285714,38,22,0.6333333333333333,0.36666666666666664,9712,15266,0.6361849862439408,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104207/
Лада,Спартак,4,3,23,33,0.17391304347826086,0.09090909090909091,31,32,0.49206349206349204,0.5079365079365079,6017,6200,0.9704838709677419,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104211/
Металлург Мг,Ак Барс,3,0,47,24,0.06382978723404255,0.0,30,27,0.5263157894736842,0.47368421052631576,7180,7700,0.9324675324675324,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104209/
СКА,Нефтехимик,4,2,36,29,0.1111111111111111,0.06896551724137931,42,36,0.5384615384615384,0.46153846153846156,11998,12500,0.95984,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104213/
Амур,Торпедо,4,3,33,38,0.12121212121212122,0.07894736842105263,29,25,0.5370370370370371,0.46296296296296297,7100,7100,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104215/
Адмирал,Автомобилист,3,4,31,33,0.0967741935483871,0.12121212121212122,31,40,0.43661971830985913,0.5633802816901409,5410,5915,0.9146238377007607,0,https://www.championat.com/hockey/_superleague/tournament/5383/match/1104217/
